userId,genres,count,mean
66,Fantasy,40,4.1
68,Adventure,291,3.410652921
68,Animation,80,3.33125
68,Children,107,3.107476636
68,Comedy,529,3.174858223
68,Fantasy,141,3.290780142
71,Adventure,16,3.8125
71,Animation,1,5
71,Children,5,3.8
71,Comedy,8,3.625
71,Fantasy,4,4
73,Adventure,62,3.951612903
73,Animation,25,3.42
73,Children,25,3.38
73,Comedy,124,3.504032258
73,Fantasy,25,3.68
76,Adventure,29,2.517241379
76,Animation,9,0.555555556
76,Children,13,0.769230769
76,Comedy,39,2.641025641
76,Fantasy,16,1.96875
78,Adventure,25,3
78,Animation,2,2.25
78,Children,3,2.5
78,Comedy,28,3.160714286
78,Fantasy,3,2.5
82,Adventure,74,3.371621622
82,Animation,13,3.038461538
82,Children,23,2.608695652
82,Comedy,113,3.473451327
82,Fantasy,26,3.25
86,Adventure,28,3.910714286
86,Animation,12,4.041666667
86,Children,11,4.045454545
86,Comedy,14,4.071428571
86,Fantasy,18,3.944444444
89,Adventure,87,3.522988506
89,Animation,90,4.022222222
89,Children,99,3.893939394
89,Comedy,478,3.465481172
89,Fantasy,57,3.464912281
90,Adventure,4,3.75
90,Animation,1,3
90,Children,2,3.5
90,Comedy,22,4.045454545
90,Fantasy,2,3.5
91,Adventure,137,3.609489051
91,Animation,35,3.971428571
91,Children,35,3.3
91,Comedy,201,3.087064677
91,Fantasy,65,3.838461538
93,Adventure,56,4.196428571
93,Animation,4,3.75
93,Children,17,4.058823529
93,Comedy,36,4.111111111
93,Fantasy,19,4.263157895
96,Adventure,27,3.851851852
96,Animation,2,5
96,Children,5,4.2
96,Comedy,20,3.95
96,Fantasy,8,3.625
98,Adventure,35,3.6
98,Animation,20,3.975
98,Children,20,3.85
98,Comedy,35,4
98,Fantasy,19,3.421052632
103,Adventure,112,3.5
103,Animation,55,3.654545455
103,Children,89,3.629213483
103,Comedy,156,3.820512821
103,Fantasy,73,3.636986301
107,Adventure,13,3.769230769
107,Animation,1,4
107,Children,3,4
107,Comedy,13,3.692307692
107,Fantasy,4,4
112,Adventure,21,3.880952381
112,Animation,4,3.5
112,Children,4,3
112,Comedy,14,2.642857143
112,Fantasy,7,3.5
119,Adventure,71,4.176056338
119,Animation,32,4.140625
119,Children,26,4.115384615
119,Comedy,71,4.070422535
119,Fantasy,27,4
121,Adventure,10,3
121,Animation,2,3.5
121,Children,2,3.5
121,Comedy,20,3.2
121,Fantasy,5,2.6
124,Adventure,12,4.125
124,Animation,5,4.3
124,Children,5,4.2
124,Comedy,20,3.9
124,Fantasy,2,3.75
130,Adventure,11,3.181818182
130,Animation,3,2.333333333
130,Children,4,2.75
130,Comedy,10,3.5
130,Fantasy,4,3
132,Adventure,64,2.7890625
132,Animation,32,2.90625
132,Children,45,2.844444444
132,Comedy,156,2.91025641
132,Fantasy,57,3.096491228
134,Adventure,12,3.416666667
134,Animation,5,3.4
134,Children,5,3.4
134,Comedy,9,3.111111111
134,Fantasy,3,3.666666667
135,Adventure,72,3.5
135,Animation,7,4
135,Children,18,3.777777778
135,Comedy,121,3.661157025
135,Fantasy,44,3.909090909
137,Adventure,33,3.893939394
137,Animation,5,3.8
137,Children,8,4
137,Comedy,36,3.902777778
137,Fantasy,14,4.035714286
140,Adventure,120,3.516666667
140,Animation,16,3.15625
140,Children,47,3.521276596
140,Comedy,152,3.342105263
140,Fantasy,31,3.370967742
141,Adventure,60,3.675
141,Animation,24,3.791666667
141,Children,24,3.729166667
141,Comedy,99,3.48989899
141,Fantasy,30,3.716666667
144,Adventure,39,3.666666667
144,Animation,13,4.076923077
144,Children,17,3.823529412
144,Comedy,55,3.463636364
144,Fantasy,18,3.777777778
145,Adventure,11,3.272727273
145,Animation,3,4.333333333
145,Children,3,4.333333333
145,Comedy,8,3.375
145,Fantasy,2,4.5
151,Adventure,15,3.466666667
151,Animation,5,4.2
151,Children,14,3.571428571
151,Comedy,38,3.710526316
151,Fantasy,12,3.916666667
153,Adventure,47,1.35106383
153,Animation,16,1.71875
153,Children,23,1.652173913
153,Comedy,75,2.133333333
153,Fantasy,25,1.94
155,Adventure,21,3.666666667
155,Animation,7,3.571428571
155,Children,10,3.3
155,Comedy,26,3.538461538
155,Fantasy,5,3.2
156,Adventure,49,3.581632653
156,Animation,11,3.318181818
156,Children,22,3.272727273
156,Comedy,205,3.52195122
156,Fantasy,32,3.640625
159,Adventure,19,3.710526316
159,Animation,13,3.807692308
159,Children,10,3.9
159,Comedy,51,3.421568627
159,Fantasy,13,3.961538462
160,Adventure,117,2.294871795
160,Animation,26,3.615384615
160,Children,52,2.894230769
160,Comedy,120,2.75
160,Fantasy,61,2.819672131
161,Adventure,14,4.214285714
161,Animation,13,4.269230769
161,Children,15,4.266666667
161,Comedy,25,3.86
161,Fantasy,9,3.555555556
166,Adventure,53,4.08490566
166,Animation,15,4.5
166,Children,15,4.2
166,Comedy,52,4.067307692
166,Fantasy,29,4.034482759
167,Adventure,59,3.822033898
167,Animation,25,3.92
167,Children,32,3.703125
167,Comedy,99,3.378787879
167,Fantasy,42,3.904761905
169,Adventure,54,4.092592593
169,Animation,24,4.333333333
169,Children,46,4.315217391
169,Comedy,145,4.224137931
169,Fantasy,42,4.357142857
171,Adventure,22,4.636363636
171,Animation,8,4.75
171,Children,11,4.636363636
171,Comedy,31,4.612903226
171,Fantasy,15,4.4
177,Adventure,219,3.212328767
177,Animation,101,3.53960396
177,Children,145,3.317241379
177,Comedy,392,3.293367347
177,Fantasy,150,3.38
178,Adventure,18,3.75
178,Animation,4,2.875
178,Children,5,3
178,Comedy,24,3.979166667
178,Fantasy,8,3.625
179,Adventure,18,3.722222222
179,Animation,2,4
179,Children,4,4
179,Comedy,30,3.566666667
179,Fantasy,4,3.75
182,Adventure,172,3.119186047
182,Animation,31,3.580645161
182,Children,29,3.103448276
182,Comedy,329,3.448328267
182,Fantasy,86,3.331395349
185,Adventure,12,3.5
185,Animation,13,3.461538462
185,Children,15,3.466666667
185,Comedy,20,3.35
185,Fantasy,8,3.25
186,Adventure,95,4.115789474
186,Animation,16,4.125
186,Children,37,4.054054054
186,Comedy,72,4.097222222
186,Fantasy,44,4.136363636
191,Adventure,13,2.692307692
191,Animation,3,4.666666667
191,Children,5,3.8
191,Comedy,31,3.709677419
191,Fantasy,4,4.5
193,Adventure,14,3.75
193,Animation,3,4
193,Children,1,2
193,Comedy,9,3.055555556
193,Fantasy,6,3.5
200,Adventure,92,3.755434783
200,Animation,12,3.333333333
200,Children,25,3.28
200,Comedy,174,3.827586207
200,Fantasy,41,3.646341463
201,Adventure,32,4.25
201,Animation,5,4.6
201,Children,9,4.555555556
201,Comedy,58,4.206896552
201,Fantasy,15,4.066666667
202,Adventure,94,3.872340426
202,Animation,12,3.916666667
202,Children,16,4.0625
202,Comedy,108,3.833333333
202,Fantasy,33,4
206,Adventure,8,3.625
206,Animation,3,4.666666667
206,Children,4,4.25
206,Comedy,8,4.25
206,Fantasy,3,4.333333333
213,Adventure,30,3.783333333
213,Animation,7,4
213,Children,10,3.8
213,Comedy,21,3.833333333
213,Fantasy,18,3.722222222
214,Adventure,6,2.833333333
214,Animation,2,3
214,Children,3,3
214,Comedy,8,2.75
214,Fantasy,5,2.8
216,Adventure,20,3.45
216,Animation,18,3.5
216,Children,18,3.555555556
216,Comedy,109,3.633027523
216,Fantasy,17,3.588235294
217,Adventure,174,2.948275862
217,Animation,26,3.115384615
217,Children,75,2.786666667
217,Comedy,302,2.639072848
217,Fantasy,71,2.676056338
219,Adventure,155,3.161290323
219,Animation,40,3.5375
219,Children,45,2.833333333
219,Comedy,201,3.092039801
219,Fantasy,65,2.976923077
220,Adventure,87,3.91954023
220,Animation,26,4.153846154
220,Children,29,4
220,Comedy,75,4.033333333
220,Fantasy,25,4.02
223,Adventure,23,3.543478261
223,Animation,8,3.8125
223,Children,10,3.55
223,Comedy,25,3.32
223,Fantasy,15,3.433333333
226,Adventure,126,3.523809524
226,Animation,39,3.294871795
226,Children,70,3.364285714
226,Comedy,283,3.51590106
226,Fantasy,80,3.46875
229,Adventure,13,3.769230769
229,Animation,2,4.5
229,Children,5,4
229,Comedy,28,3.607142857
229,Fantasy,6,3.5
232,Adventure,200,3.165
232,Animation,70,2.992857143
232,Children,117,2.961538462
232,Comedy,375,3.077333333
232,Fantasy,116,3.107758621
233,Adventure,39,3.115384615
233,Animation,10,3.6
233,Children,11,3.409090909
233,Comedy,42,3.25
233,Fantasy,22,3.204545455
234,Adventure,104,3.557692308
234,Animation,40,3.8
234,Children,89,3.404494382
234,Comedy,85,3.458823529
234,Fantasy,47,3.510638298
239,Adventure,84,3.964285714
239,Animation,15,3.933333333
239,Children,17,3.970588235
239,Comedy,84,3.851190476
239,Fantasy,36,3.930555556
240,Adventure,38,3.868421053
240,Animation,10,3.7
240,Children,29,3.655172414
240,Comedy,55,4.072727273
240,Fantasy,20,4
247,Adventure,63,3.658730159
247,Animation,22,3.795454545
247,Children,25,3.68
247,Comedy,35,3.742857143
247,Fantasy,31,3.758064516
249,Adventure,284,3.716549296
249,Animation,73,3.821917808
249,Children,70,3.6
249,Comedy,420,3.577380952
249,Fantasy,126,3.638888889
252,Adventure,18,4.194444444
252,Animation,19,4.394736842
252,Children,15,4.433333333
252,Comedy,20,4.3
252,Fantasy,14,4.25
254,Adventure,34,3.926470588
254,Animation,6,4.5
254,Children,8,4.25
254,Comedy,27,3.87037037
254,Fantasy,10,4.1
263,Adventure,49,3.683673469
263,Animation,20,4.075
263,Children,22,4
263,Comedy,98,3.658163265
263,Fantasy,20,3.825
264,Adventure,29,3.534482759
264,Animation,10,3.4
264,Children,14,3.642857143
264,Comedy,11,3.727272727
264,Fantasy,12,4
266,Adventure,44,3.659090909
266,Animation,5,2.8
266,Children,8,2.125
266,Comedy,90,3.366666667
266,Fantasy,22,3.454545455
269,Adventure,8,3.625
269,Animation,2,4.5
269,Children,5,4
269,Comedy,9,3.666666667
269,Fantasy,3,4.666666667
270,Adventure,11,3.363636364
270,Animation,2,5
270,Children,3,5
270,Comedy,17,2.941176471
270,Fantasy,5,3.8
273,Adventure,10,3.9
273,Animation,6,4.666666667
273,Children,10,4.1
273,Comedy,34,3.970588235
273,Fantasy,6,4.166666667
274,Adventure,295,3.218644068
274,Animation,99,3.323232323
274,Children,158,3.113924051
274,Comedy,550,3.140909091
274,Fantasy,175,3.117142857
275,Adventure,38,3.868421053
275,Animation,13,3.769230769
275,Children,15,3.933333333
275,Comedy,203,4.004926108
275,Fantasy,25,4.08
276,Adventure,18,4.333333333
276,Animation,6,4.166666667
276,Children,11,3.909090909
276,Comedy,26,4.346153846
276,Fantasy,7,3.571428571
277,Adventure,12,3.75
277,Animation,2,3.5
277,Children,4,3.25
277,Comedy,14,3.357142857
277,Fantasy,5,3.4
279,Adventure,50,3.7
279,Animation,4,2.5
279,Children,3,2.666666667
279,Comedy,40,3.4875
279,Fantasy,14,3.5
280,Adventure,28,3.785714286
280,Animation,8,4.25
280,Children,22,3.954545455
280,Comedy,116,3.702586207
280,Fantasy,28,3.821428571
282,Adventure,48,4.114583333
282,Animation,15,4.433333333
282,Children,18,4.361111111
282,Comedy,107,3.887850467
282,Fantasy,24,4.229166667
283,Adventure,4,4
283,Animation,2,2.5
283,Children,5,2.8
283,Comedy,27,3.037037037
283,Fantasy,5,3
288,Adventure,271,3.149446494
288,Animation,75,3.24
288,Children,156,3.131410256
288,Comedy,429,3.167832168
288,Fantasy,124,3.205645161
290,Adventure,35,4.314285714
290,Animation,7,4.142857143
290,Children,11,4.272727273
290,Comedy,64,3.984375
290,Fantasy,12,4.083333333
291,Adventure,27,4.259259259
291,Animation,7,3.714285714
291,Children,7,4
291,Comedy,5,3.6
291,Fantasy,16,4.1875
292,Adventure,174,3.629310345
292,Animation,45,3.611111111
292,Children,69,3.543478261
292,Comedy,151,3.086092715
292,Fantasy,60,3.466666667
293,Adventure,3,2.666666667
293,Animation,2,2.5
293,Children,3,2.333333333
293,Comedy,9,2.444444444
293,Fantasy,2,2.5
298,Adventure,214,2.567757009
298,Animation,56,2.803571429
298,Children,36,1.819444444
298,Comedy,508,2.197834646
298,Fantasy,113,2.367256637
304,Adventure,64,3.984375
304,Animation,14,3.857142857
304,Children,24,3.791666667
304,Comedy,76,3.763157895
304,Fantasy,23,3.739130435
307,Adventure,153,3.049019608
307,Animation,45,3.288888889
307,Children,94,2.70212766
307,Comedy,518,2.545366795
307,Fantasy,107,2.929906542
314,Adventure,38,2.842105263
314,Animation,8,3.125
314,Children,13,3.153846154
314,Comedy,48,3.0625
314,Fantasy,14,3.214285714
322,Adventure,19,3.447368421
322,Animation,4,2.875
322,Children,7,3
322,Comedy,45,3.344444444
322,Fantasy,14,3.035714286
323,Adventure,23,3.195652174
323,Animation,6,3.75
323,Children,11,3.454545455
323,Comedy,26,3.307692308
323,Fantasy,8,3.25
328,Adventure,92,3.244565217
328,Animation,51,3.166666667
328,Children,60,3.341666667
328,Comedy,98,3.265306122
328,Fantasy,53,3.5
330,Adventure,59,3.677966102
330,Animation,14,3.964285714
330,Children,24,3.791666667
330,Comedy,96,3.651041667
330,Fantasy,37,3.716216216
332,Adventure,75,3.533333333
332,Animation,11,3.772727273
332,Children,12,3.833333333
332,Comedy,68,3.617647059
332,Fantasy,37,3.459459459
334,Adventure,59,3.525423729
334,Animation,25,3.7
334,Children,22,3.636363636
334,Comedy,65,3.530769231
334,Fantasy,30,3.583333333
336,Adventure,8,4.1875
336,Animation,4,3.875
336,Children,3,4.333333333
336,Comedy,20,4.15
336,Fantasy,5,4
337,Adventure,14,4.357142857
337,Animation,1,4
337,Children,5,4.2
337,Comedy,22,3.772727273
337,Fantasy,5,4.4
339,Adventure,88,3.744318182
339,Animation,17,3.970588235
339,Children,19,3.736842105
339,Comedy,89,3.943820225
339,Fantasy,34,3.367647059
341,Adventure,17,3.882352941
341,Animation,5,4
341,Children,8,3.75
341,Comedy,38,3.723684211
341,Fantasy,8,3.875
347,Adventure,17,3.647058824
347,Animation,4,4.25
347,Children,6,4
347,Comedy,18,3.722222222
347,Fantasy,5,4
350,Adventure,15,3.4
350,Animation,3,3.333333333
350,Children,4,3.25
350,Comedy,18,3.166666667
350,Fantasy,6,3.166666667
353,Adventure,18,3.277777778
353,Animation,4,4
353,Children,8,3.75
353,Comedy,37,3.324324324
353,Fantasy,6,3.5
357,Adventure,68,3.948529412
357,Animation,32,4.015625
357,Children,49,4
357,Comedy,168,3.797619048
357,Fantasy,55,4.036363636
359,Adventure,23,3.304347826
359,Animation,4,4.25
359,Children,9,3.833333333
359,Comedy,25,3.2
359,Fantasy,8,3.4375
364,Adventure,10,4.2
364,Animation,2,4
364,Children,3,4.333333333
364,Comedy,3,4.666666667
364,Fantasy,2,5
367,Adventure,29,4.034482759
367,Animation,14,3.857142857
367,Children,27,4.259259259
367,Comedy,106,3.735849057
367,Fantasy,21,4.047619048
372,Adventure,44,3.431818182
372,Animation,12,2.5
372,Children,21,2.761904762
372,Comedy,69,3.202898551
372,Fantasy,18,3.166666667
373,Adventure,21,2.619047619
373,Animation,6,4.5
373,Children,17,3.117647059
373,Comedy,32,2.5625
373,Fantasy,13,3.153846154
378,Adventure,14,4.107142857
378,Animation,6,4.25
378,Children,6,4.25
378,Comedy,9,3.833333333
378,Fantasy,8,4.25
380,Adventure,391,3.773657289
380,Animation,151,3.940397351
380,Children,163,3.613496933
380,Comedy,370,3.643243243
380,Fantasy,219,3.641552511
381,Adventure,181,3.480662983
381,Animation,70,3.785714286
381,Children,92,3.548913043
381,Comedy,205,3.458536585
381,Fantasy,114,3.535087719
382,Adventure,120,3.754166667
382,Animation,32,3.625
382,Children,45,3.544444444
382,Comedy,112,3.116071429
382,Fantasy,55,3.727272727
385,Adventure,49,3.510204082
385,Animation,15,3.333333333
385,Children,28,3.071428571
385,Comedy,67,3.417910448
385,Fantasy,26,3.346153846
389,Adventure,11,4.363636364
389,Animation,1,5
389,Children,1,5
389,Comedy,12,3.666666667
389,Fantasy,3,4.333333333
391,Adventure,70,3.4
391,Animation,13,3.923076923
391,Children,16,4.0625
391,Comedy,122,3.770491803
391,Fantasy,25,4.12
396,Adventure,6,3.833333333
396,Animation,8,4.0625
396,Children,8,4.0625
396,Comedy,12,3.583333333
396,Fantasy,5,3.7
399,Adventure,20,4.425
399,Animation,6,4.25
399,Children,6,4.25
399,Comedy,10,4.1
399,Fantasy,7,4.357142857
401,Adventure,47,3.563829787
401,Animation,52,3.576923077
401,Children,47,3.585106383
401,Comedy,43,3.488372093
401,Fantasy,29,3.534482759
411,Adventure,22,3.636363636
411,Animation,4,3.75
411,Children,10,3.6
411,Comedy,49,3
411,Fantasy,9,3.222222222
412,Adventure,14,3.642857143
412,Animation,2,2.5
412,Children,9,2.111111111
412,Comedy,54,3.759259259
412,Fantasy,8,3.375
414,Adventure,457,3.423413567
414,Animation,124,3.786290323
414,Children,177,3.415254237
414,Comedy,1079,3.271084337
414,Fantasy,226,3.411504425
420,Adventure,35,3.8
420,Animation,12,3.75
420,Children,10,3.7
420,Comedy,60,3.816666667
420,Fantasy,24,3.833333333
422,Adventure,10,3.4
422,Animation,1,4
422,Children,5,3.2
422,Comedy,26,2.923076923
422,Fantasy,5,3.4
432,Adventure,62,3.548387097
432,Animation,15,3.733333333
432,Children,19,3.578947368
432,Comedy,47,3.244680851
432,Fantasy,21,3.642857143
434,Adventure,77,3.649350649
434,Animation,21,4.047619048
434,Children,19,3.5
434,Comedy,70,3.65
434,Fantasy,31,3.693548387
436,Adventure,23,3.173913043
436,Animation,10,3.8
436,Children,28,3.464285714
436,Comedy,57,2.98245614
436,Fantasy,14,3.428571429
438,Adventure,161,3.409937888
438,Animation,38,3.710526316
438,Children,38,3.605263158
438,Comedy,266,3.30075188
438,Fantasy,68,3.338235294
443,Adventure,13,4.423076923
443,Animation,1,4
443,Children,1,4
443,Comedy,7,4.714285714
443,Fantasy,7,4.5
448,Adventure,411,2.9513382
448,Animation,91,3.346153846
448,Children,135,3.096296296
448,Comedy,947,2.909186906
448,Fantasy,161,2.801242236
451,Adventure,10,3.7
451,Animation,2,4.5
451,Children,3,4.333333333
451,Comedy,13,3.846153846
451,Fantasy,4,3.5
453,Adventure,58,3.913793103
453,Animation,11,4.909090909
453,Children,11,4.727272727
453,Comedy,158,4.126582278
453,Fantasy,19,4.052631579
456,Adventure,10,4.4
456,Animation,3,4.333333333
456,Children,6,4
456,Comedy,19,3.526315789
456,Fantasy,6,3.833333333
460,Adventure,29,4.224137931
460,Animation,12,4.208333333
460,Children,14,3.928571429
460,Comedy,23,4.065217391
460,Fantasy,15,4.366666667
462,Adventure,57,2.798245614
462,Animation,8,2.875
462,Children,9,2.388888889
462,Comedy,145,3.203448276
462,Fantasy,33,3.060606061
468,Adventure,11,3.272727273
468,Animation,3,4
468,Children,4,3.75
468,Comedy,11,3.181818182
468,Fantasy,4,3.75
469,Adventure,109,3.385321101
469,Animation,9,3.444444444
469,Children,17,3.705882353
469,Comedy,168,3.642857143
469,Fantasy,37,3.810810811
470,Adventure,21,3.523809524
470,Animation,4,3.5
470,Children,8,3.625
470,Comedy,28,3.571428571
470,Fantasy,9,3.666666667
471,Adventure,11,3.636363636
471,Animation,7,3.928571429
471,Children,7,3.928571429
471,Comedy,14,3.964285714
471,Fantasy,6,4.333333333
474,Adventure,264,3.403409091
474,Animation,80,3.4875
474,Children,129,3.271317829
474,Comedy,769,3.182054616
474,Fantasy,142,3.285211268
476,Adventure,17,3.705882353
476,Animation,11,4
476,Children,19,3.947368421
476,Comedy,27,3.37037037
476,Fantasy,8,4.125
477,Adventure,165,3.73030303
477,Animation,80,3.9125
477,Children,85,3.317647059
477,Comedy,257,3.595330739
477,Fantasy,104,3.605769231
480,Adventure,173,3.228323699
480,Animation,39,3.153846154
480,Children,53,3.330188679
480,Comedy,367,3.080381471
480,Fantasy,98,3.346938776
483,Adventure,207,3.640096618
483,Animation,96,3.828125
483,Children,89,3.5
483,Comedy,338,3.610946746
483,Fantasy,138,3.815217391
484,Adventure,31,3.806451613
484,Animation,28,4.642857143
484,Children,43,4.360465116
484,Comedy,158,3.905063291
484,Fantasy,33,3.96969697
488,Adventure,23,4.369565217
488,Animation,15,4.233333333
488,Children,17,4.088235294
488,Comedy,57,3.938596491
488,Fantasy,20,4.125
490,Adventure,30,2.85
490,Animation,6,3.5
490,Children,5,3.4
490,Comedy,52,2.75
490,Fantasy,22,2.886363636
492,Adventure,27,4.074074074
492,Animation,5,4
492,Children,14,3.285714286
492,Comedy,55,3.8
492,Fantasy,10,3.7
500,Adventure,18,3.611111111
500,Animation,23,3.565217391
500,Children,19,3.578947368
500,Comedy,71,3.211267606
500,Fantasy,14,3.714285714
504,Adventure,8,4.0625
504,Animation,3,4.166666667
504,Children,5,3.7
504,Comedy,48,3.760416667
504,Fantasy,10,3.75
509,Adventure,176,3.258522727
509,Animation,111,3.351351351
509,Children,128,3.19140625
509,Comedy,221,3.142533937
509,Fantasy,127,3.271653543
514,Adventure,75,3.406666667
514,Animation,24,3.833333333
514,Children,36,3.638888889
514,Comedy,145,3.375862069
514,Fantasy,49,3.214285714
517,Adventure,118,2.411016949
517,Animation,63,2.611111111
517,Children,106,2.721698113
517,Comedy,176,2.244318182
517,Fantasy,66,2.916666667
522,Adventure,57,3.789473684
522,Animation,11,3.681818182
522,Children,10,2.2
522,Comedy,71,3.683098592
522,Fantasy,21,3.714285714
524,Adventure,47,3.808510638
524,Animation,2,4
524,Children,5,3.2
524,Comedy,35,3.4
524,Fantasy,12,4
525,Adventure,146,3.520547945
525,Animation,84,3.321428571
525,Children,98,3.326530612
525,Comedy,227,3.546255507
525,Fantasy,80,3.51875
528,Adventure,16,2.875
528,Animation,4,2.75
528,Children,3,2.666666667
528,Comedy,16,3.03125
528,Fantasy,4,2.125
529,Adventure,11,3.545454545
529,Animation,2,3
529,Children,4,3
529,Comedy,12,2.583333333
529,Fantasy,5,3.2
533,Adventure,8,4.4375
533,Animation,3,5
533,Children,3,5
533,Comedy,14,4.285714286
533,Fantasy,5,5
534,Adventure,253,3.725296443
534,Animation,84,3.922619048
534,Children,83,3.897590361
534,Comedy,216,3.886574074
534,Fantasy,112,3.799107143
541,Adventure,23,3.52173913
541,Animation,9,3.666666667
541,Children,11,3.181818182
541,Comedy,37,3.135135135
541,Fantasy,7,2.857142857
544,Adventure,6,4.333333333
544,Animation,1,3
544,Children,1,3
544,Comedy,6,4.333333333
544,Fantasy,1,3
550,Adventure,14,4.178571429
550,Animation,4,3.875
550,Children,3,4.166666667
550,Comedy,6,4.166666667
550,Fantasy,2,4
555,Adventure,99,3.555555556
555,Animation,8,4
555,Children,29,3.862068966
555,Comedy,282,3.489361702
555,Fantasy,43,3.581395349
559,Adventure,41,3.414634146
559,Animation,14,3.857142857
559,Children,23,3.47826087
559,Comedy,61,3.131147541
559,Fantasy,19,3.421052632
560,Adventure,105,3.519047619
560,Animation,35,3.485714286
560,Children,22,3.25
560,Comedy,164,3.509146341
560,Fantasy,56,3.526785714
561,Adventure,175,3.3
561,Animation,35,3.042857143
561,Children,44,3.159090909
561,Comedy,180,3.355555556
561,Fantasy,73,3.397260274
562,Adventure,37,4.013513514
562,Animation,11,4.363636364
562,Children,16,4.03125
562,Comedy,83,4.144578313
562,Fantasy,21,4.119047619
567,Adventure,150,2.056666667
567,Animation,74,2.364864865
567,Children,56,2.116071429
567,Comedy,97,2.329896907
567,Fantasy,66,2.106060606
570,Adventure,64,3.4765625
570,Animation,8,3.5
570,Children,14,3.285714286
570,Comedy,62,3.209677419
570,Fantasy,26,3.288461538
572,Adventure,31,3.967741935
572,Animation,6,3.666666667
572,Children,6,4
572,Comedy,56,3.875
572,Fantasy,7,3.285714286
573,Adventure,106,4.117924528
573,Animation,24,4.416666667
573,Children,27,4.351851852
573,Comedy,96,4.328125
573,Fantasy,38,4.157894737
579,Adventure,16,4
579,Animation,18,3.777777778
579,Children,20,3.75
579,Comedy,31,3.967741935
579,Fantasy,8,3.875
580,Adventure,119,3.571428571
580,Animation,18,3.333333333
580,Children,22,3.204545455
580,Comedy,100,3.335
580,Fantasy,35,3.642857143
584,Adventure,19,4.473684211
584,Animation,5,4.8
584,Children,10,4.4
584,Comedy,32,3.71875
584,Fantasy,7,4.285714286
587,Adventure,27,4.111111111
587,Animation,3,4.333333333
587,Children,9,3.888888889
587,Comedy,115,3.843478261
587,Fantasy,12,3.833333333
590,Adventure,196,3.329081633
590,Animation,32,3.78125
590,Children,70,3.35
590,Comedy,269,3.035315985
590,Fantasy,81,3.327160494
596,Adventure,158,3.522151899
596,Animation,49,3.979591837
